,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_regional_alt,sp61_resi_regional_alt_cont,key,population,empden,labprod,unemployment,tl_diff
471,R162,ITG2,Sardegna,2006,IT,ITG,9.717228505869276,2.2357549380136494,1.7881296180794948,4.057817769577831,5.1439387012589775,5.806634414202761,1.0335926086880898,0.033592608688089776,1.0265730732092768,0.02657307320927682,1.007041220925283,0.0070412209252830316,1.0041839516137703,0.004183951613770276,1.0262568103208376,0.026256810320837598,1.029982484356003,0.029982484356003036,1.0335926086880898,0.033592608688089776,0.0,-0.43108071037509493,ITG22006,1634026,2.5079524527038344,0.05270018357810414,10.7,1.74881664462493
472,R164,LU00,Luxembourg_GrandD,2006,LU,LU0,9.750396065315114,1.8031834087040766,1.371261153771959,3.1034617561813214,4.636195008788275,5.301819395679096,1.1837260754185315,0.18372607541853148,0.9728094754697384,-0.027190524530261606,1.015766847996158,0.015766847996157907,1.0196438573541908,0.01964385735419083,0.9748665497202746,-0.025133450279725356,0.9099451203386644,-0.09005487966133563,1.1837260754185315,0.18372607541853148,1.0,2.1115567499746453,LU002006,469086,7.552204176334107,0.17498745519713263,4.7,2.1983576394977744
473,R165,LV00,Latvija,2006,LV,LV0,8.993705223864906,1.977975980601442,1.3285885242412485,3.912775768823182,5.135731366174957,5.657729210713736,1.1651468844024135,0.16514688440241354,1.0163697175500763,0.016369717550076324,1.0096403006211334,0.009640300621133413,1.000524787775068,0.0005247877750680363,1.0061656737688802,0.00616567376888022,0.9973949987881724,-0.0026050012118276067,1.1651468844024135,0.16514688440241354,1.0,1.7969024088117087,LV002006,2227874,1.6550008026970622,0.016827160733339796,7.0,1.7449534418905541
474,R166,MT00,Malta,2006,MT,MT0,7.781024956813563,2.107711144458179,1.7005209952974238,3.918343657554489,4.9646389915269244,5.984414529502676,1.05835155481585,0.05835155481584997,1.1305213615632705,0.13052136156327054,1.0293483802780654,0.02934838027806541,0.9845175068996944,-0.015482493100305583,1.0342219104717454,0.03422191047174539,0.9941607486983753,-0.0058392513016246594,1.05835155481585,0.05835155481584997,0.0,-0.01176698057057563,MT002006,404999,47.90874524714828,0.03566111111111111,6.8,2.0660708719481864
475,R167,NL11,Groningen,2006,NL,NL1,9.507976106926572,1.7973412778395614,1.6507563467663493,3.3599867438511506,4.617785241737524,5.82615676225468,1.149660480921155,0.14966048092115503,1.0139210842796176,0.01392108427961758,1.008647190497939,0.00864719049793905,0.9962995506869434,-0.003700449313056575,0.9962951367124233,-0.0037048632875766874,0.9792271777488504,-0.020772822251149625,1.149660480921155,0.14966048092115503,1.0,1.5346270449300696,NL112006,574042,11.175815706088892,0.09021613026819923,7.2,2.4661700184035293
476,R168,NL12,Friesland,2006,NL,NL1,8.991819398668873,1.9760727019940492,2.1185014617121656,3.3712505246147986,4.3961347919883735,5.486704811348816,1.0574211067407022,0.05742110674070222,1.0124252081866572,0.012425208186657155,1.0018635483827358,0.0018635483827358357,0.9959614506833501,-0.004038549316649931,1.0082239525599128,0.008223952559912817,0.9990430888239462,-0.0009569111760537874,1.0574211067407022,0.05742110674070222,0.0,-0.027524907049610834,NL122006,642230,8.919669243858026,0.05391087684069612,5.3,2.1154542867340176
477,R169,NL13,Drenthe,2006,NL,NL1,8.689350835275745,1.9917174344527524,2.1189038730864307,3.4118080250775957,4.413818557425256,5.599022225881964,1.046340852632111,0.04634085263211096,1.0133137618346248,0.013313761834624849,1.0012379366228314,0.0012379366228314481,0.9900490906170698,-0.009950909382930195,1.009742807632334,0.009742807632334038,1.002123131255901,0.002123131255900912,1.046340852632111,0.04634085263211096,0.0,-0.21517839817482284,NL132006,484481,8.497350492051476,0.05722841870824054,6.2,2.1872142008043687
478,R170,NL21,Overijssel,2006,NL,NL2,9.552708863823717,2.021821210895653,2.180107158600608,3.3941767268185172,4.392406942725565,5.413489858325098,1.0636530276393867,0.06365302763938674,1.0126701933219546,0.012670193321954626,1.0055624945055786,0.005562494505578552,0.9975873014804634,-0.002412698519536627,1.003857617789847,0.0038576177898470565,0.994673710471579,-0.005326289528420958,1.0636530276393867,0.06365302763938674,1.0,0.07801795339323518,NL212006,1113529,16.07599122253284,0.059330254300673145,5.2,2.019313131506581
479,R171,NL22,Gelderland,2006,NL,NL2,10.079484892082894,1.9240385666770528,2.109274673906346,3.378965643575696,4.304760626347277,5.293536113370543,1.0974478864522195,0.09744788645221947,1.0117326474822907,0.011732647482290748,1.0076054072189853,0.007605407218985283,1.0039023987733482,0.0039023987733481924,1.0070840337785905,0.0070840337785904595,0.9923758647348445,-0.007624135265155485,1.0974478864522195,0.09744788645221947,1.0,0.6503625202380099,NL222006,1975704,19.599606038069588,0.06033351451133217,4.0,1.914570469794847
480,R172,NL23,Flevoland,2006,NL,NL2,8.413486648308727,2.226316082517557,2.9812749818893773,3.2750384655752067,4.271353304102424,5.37438482277203,1.1497557238876868,0.14975572388768676,1.0053883791372362,0.005388379137236221,1.0079233119421571,0.007923311942157119,0.9964555837073061,-0.003544416292693864,1.0065173429502063,0.00651734295020634,0.9897565801068874,-0.010243419893112615,1.1497557238876868,0.14975572388768676,1.0,1.536240065263326,NL232006,370656,12.872542802790107,0.05763656267104544,6.5,2.0993463571968234
481,R173,NL31,Utrecht,2006,NL,NL3,9.947839238323013,1.8863897933968188,2.0151633531582385,3.3751523132589045,4.401740437855391,5.447524180041671,1.0474018416835191,0.04740184168351913,1.010889779614125,0.010889779614124961,1.0029263152484778,0.002926315248477751,0.9980604377073597,-0.0019395622926402512,1.0056694098603807,0.00566940986038067,1.0083625862810428,0.008362586281042805,1.0474018416835191,0.04740184168351913,0.0,-0.19720964966137536,NL312006,1180039,43.810416967248585,0.08620500576321423,4.4,2.0723718667827664
482,R174,NL32,NoordHolland,2006,NL,NL3,10.693569982169782,1.8526854658263163,1.8242944614087175,3.39208484293213,4.4631661150683835,5.446763333681541,1.023333174742005,0.023333174742004914,1.0098375062353329,0.00983750623533286,1.0005954321384407,0.0005954321384407102,0.9959273293394598,-0.004072670660540179,1.0013919987721143,0.0013919987721142668,1.0092678020523145,0.009267802052314478,1.023333174742005,0.023333174742004914,0.0,-0.6048329166046059,NL322006,2606584,48.55452366686638,0.09063604041338887,5.0,2.054678490749411
483,R175,NL33,ZuidHolland,2006,NL,NL3,10.938475440401557,1.9079820331836344,1.7693087636380547,3.431278622784715,4.55871305466417,5.6061377754461486,1.0457814838205335,0.045781483820533486,1.0114682873289458,0.011468287328945781,1.0028988757495971,0.0028988757495971296,0.9922640203974482,-0.00773597960255179,1.0039448590569726,0.003944859056972616,1.0005861925521589,0.0005861925521588596,1.0457814838205335,0.045781483820533486,0.0,-0.22465178292668392,NL332006,3458875,59.05042404456904,0.07836819301724655,5.4,2.1748591526614334
484,R176,NL34,Zeeland,2006,NL,NL3,8.664754814038266,2.0220627254027534,2.028447446098587,3.4674917427736025,4.456925695801723,5.624700706011223,1.0433557187908797,0.04335571879087974,1.0076730013393744,0.00767300133937443,1.0050444779134589,0.005044477913458856,0.9927164642922355,-0.007283535707764521,0.9982698870696094,-0.0017301129303906038,0.9975315672167179,-0.0024684327832821262,1.0433557187908797,0.04335571879087974,0.0,-0.26573416894444046,NL342006,380186,9.904367764666405,0.05590846979107848,4.0,2.15720896323762
485,R177,NL41,NoordBrabant,2006,NL,NL4,10.498863811371423,1.9207878432002508,1.8974828002551842,3.409928309608445,4.397751927307214,5.464109094335223,1.054035660569192,0.05403566056919207,1.011595061409712,0.011595061409712004,1.0007506258173162,0.0007506258173162195,0.9932895962549887,-0.006710403745011306,1.0040043340854607,0.004004334085460748,1.0070375813633146,0.00703758136331456,1.054035660569192,0.05403566056919207,0.0,-0.08486030629896382,NL412006,2415946,24.462830077450047,0.0694067309290344,4.3,2.054180784726778
486,R178,NL42,Limburg_NL,2006,NL,NL4,9.652648604244337,1.8941072146176485,1.9171917100715028,3.3804580847167154,4.402326059009985,5.535799763625464,1.060652140889676,0.060652140889676076,1.0123395795121215,0.012339579512121501,1.006999456919548,0.006999456919547953,0.999891174559212,-0.00010882544078805179,1.0072939171842399,0.007293917184239884,0.9974638382706599,-0.002536161729340125,1.060652140889676,0.060652140889676076,1.0,0.027195393771794148,NL422006,1131938,24.663260566651186,0.06274067796610171,5.8,2.1553416789087487
487,R207,SE11,Stockholm,2006,SE,SE1,10.53141737231775,1.8259878363089446,1.6578153871705648,3.2496696058560426,4.26491678481373,5.14927245806468,1.049698645299394,0.04969864529939394,1.0156527269639088,0.015652726963908847,1.010671151303019,0.0106711513030191,1.000935389168124,0.0009353891681240789,1.020816382543832,0.02081638254383189,1.022441812007319,0.022441812007319095,1.049698645299394,0.04969864529939394,0.0,-0.15831133444911563,SE112006,1889945,15.162670838893746,0.09862560445118868,6.1,1.8996028522086377
488,R208,SE12,ostra_Mellansverige,2006,SE,SE1,9.780513025887274,1.9335060753251727,1.8891691947712113,3.3637424695707443,4.279831925453659,4.88475863231317,1.1290527896050913,0.12905278960509126,1.012366468808104,0.012366468808103992,1.0222217819994803,0.022221781999480328,1.027272125856318,0.027272125856317997,1.0171765251611598,0.01717652516115975,0.995249251867292,-0.004750748132708038,1.1290527896050913,0.12905278960509126,1.0,1.185618332531348,SE122006,1518077,1.8618192367266375,0.06776021146355037,7.3,1.5210161627424261
489,R209,SE21,Sydsverige,2006,SE,SE2,9.592987876903916,1.7651687932246993,1.6960773332211692,3.1705727863636626,4.188598593715715,5.126399692472363,1.0976420460833738,0.09764204608337379,1.0112050157407257,0.011205015740725743,1.0109603505241538,0.010960350524153784,1.0176850510669424,0.017685051066942403,1.022418830550187,0.022418830550186897,1.010669347465905,0.010669347465904977,1.0976420460833738,0.09764204608337379,1.0,0.6536507780942482,SE212006,800054,1.1991047964191859,0.06519211908931699,5.9,1.9558269061087006
490,R210,SE22,Norra_Mellansverige,2006,SE,SE2,9.12592867677714,2.012841824200808,2.1331357750100643,3.4654724968816826,4.262628639447896,5.05787797961966,1.0893372984820278,0.08933729848202776,1.0167606541786798,0.01676065417867978,1.0153903151095658,0.015390315109565789,1.0106468043110415,0.01064680431104148,1.027153314981222,0.027153314981221977,1.0226330938614128,0.022633093861412767,1.0893372984820278,0.08933729848202776,1.0,0.5130028412298788,SE222006,1320160,4.454266526487436,0.0705158156711625,8.2,1.592405482737977
491,R211,SE23,Mellersta_Norrland,2006,SE,SE2,8.40798449357921,2.42277561680211,2.947866288330235,3.560154793653664,4.424611152035721,5.058750511103985,1.0931197197245415,0.09311971972454147,1.0238966488541694,0.023896648854169422,1.0237981383273234,0.02379813832732336,1.023078154021461,0.023078154021461073,1.0135381625524216,0.013538162552421573,0.9868349133737517,-0.013165086626248268,1.0931197197245415,0.09311971972454147,1.0,0.5770613496456305,SE232006,1814323,3.073659735465383,0.07245285335102854,6.8,1.4985957174503208
492,R212,SE31,ovre_Norrland,2006,SE,SE3,8.81609287487772,1.9591765620552462,1.9758486727740578,3.4273153703218906,4.344555915684635,5.112604790814043,1.1399505868467454,0.13995058684674544,1.0067371388531106,0.006737138853110558,1.0164336102553035,0.016433610255303543,1.0178418982601913,0.017841898260191336,1.0127368722044945,0.012736872204494487,0.9874351609714419,-0.012564839028558095,1.1399505868467454,0.13995058684674544,1.0,1.3701817620275616,SE312006,825037,0.5921515307796896,0.06743776722090261,7.9,1.6852894204921522
493,R213,SE32,Smaland_med_oarna,2006,SE,SE3,9.226039793638869,1.814446904196292,1.7504244236508066,3.1005821334754384,4.312008632747294,5.048663902464368,1.1133272031847417,0.11332720318474165,1.011946835766267,0.011946835766267094,1.0124901566716968,0.01249015667169684,1.0002812662208858,0.00028126622088575637,1.0186745824628987,0.01867458246289866,1.0104782583722312,0.010478258372231153,1.1133272031847417,0.11332720318474165,1.0,0.919292202927357,SE322006,370764,0.24511598308263263,0.07038454910970707,7.3,1.9480817689889292
494,R214,SE33,Vastsverige,2006,SE,SE3,10.098025316605247,1.6967103873944458,1.526881691926035,3.1819258705000832,4.400083389044177,5.277720938842761,1.1206474061371097,0.12064740613710967,1.0104106719872392,0.010410671987239217,1.0197789891058173,0.019778989105817324,1.0178245969359074,0.017824596935907433,1.0179426034058148,0.017942603405814772,0.9968040713965444,-0.0031959286034556333,1.1206474061371097,0.12064740613710967,1.0,1.043266042001305,SE332006,509392,0.15797839788788617,0.07315334158415841,8.5,2.095795068342678
495,R216,SK01,Bratislavsky_kraj,2006,SK,SK0,8.846480383201655,2.1599884949839177,1.4871523707198182,4.258187093061116,5.308316108631757,6.3258911784784,1.1577292156271068,0.15772921562710684,1.0609068077792787,0.060906807779278704,1.0236024042883138,0.02360240428831384,0.9593200090407561,-0.040679990959243906,1.0234489756230396,0.023448975623039603,1.0034172648429345,0.0034172648429344754,1.1577292156271068,0.15772921562710684,1.0,1.6712779034479277,SK012006,592301,15.473058559875282,0.038141813602015115,4.6,2.067704085417285
496,R217,SK02,Zapadne_Slovensko,2006,SK,SK0,9.164024849855828,2.2276966160255642,1.4501339387936,4.299286734296114,5.502220366332291,6.321949594893321,1.2776077881294534,0.2776077881294534,1.0827964385900617,0.0827964385900617,1.0032731189251063,0.0032731189251062887,0.9678223741856185,-0.03217762581438155,1.0118535043284222,0.011853504328422249,0.9753022135083805,-0.024697786491619467,1.2776077881294534,0.2776077881294534,1.0,3.7015230964466888,SK022006,1851658,5.620180891651771,0.018473914075480657,9.8,2.0226628605972072
497,R218,SK03,Stredne_Slovensko,2006,SK,SK0,8.505017893627452,2.3147945356528385,1.7359947414285044,3.9709938688027964,5.416367514371702,6.305772160376949,1.1780430666768795,0.17804306667687952,0.9904407302673628,-0.00955926973263721,1.0070689815876979,0.0070689815876978646,0.9941695043438736,-0.0058304956561263666,1.0012948289981471,0.0012948289981471461,1.0106491195416658,0.010649119541665808,1.1780430666768795,0.17804306667687952,1.0,2.0153101819794936,SK032006,1351651,3.3926550892901073,0.015915261917708902,16.4,2.334778291574153
498,R219,SK04,Vychodne_Slovensko,2006,SK,SK0,8.5023605284722,2.2491769371663377,1.6970584330178715,3.826535718886651,5.334189565058284,6.295578471629629,1.0773577372224659,0.07735773722246586,0.9652989076862296,-0.03470109231377039,0.9857560089053066,-0.014243991094693431,0.9796460898705251,-0.02035391012947485,1.0027802884820751,0.0027802884820751217,1.066035102224121,0.06603510222412101,1.0773577372224659,0.07735773722246586,1.0,0.31011882156086207,SK042006,1577318,3.7533938234003723,0.01548632898526173,19.1,2.4690427527429777
499,R1,AT11,Burgenland,2007,AT,AT1,7.949725639667336,2.1660528630885993,2.2170467884697733,3.3206822815639923,4.7153392249091794,6.188640634435547,1.0553894992349597,0.05538949923495973,1.007056322621618,0.007056322621618039,1.0109419327062559,0.010941932706255875,1.0269256777411118,0.026925677741111764,1.0207108577535335,0.02071085775353354,1.0195380408363268,0.01953804083632682,1.0553894992349597,0.05538949923495973,0.0,-0.1345395677762291,AT112007,280062,3.596653265239596,0.04745468277945619,4.1,2.867958352871555
500,R2,AT12,Niederosterreich,2007,AT,AT1,9.985588255001838,2.1213237370193596,1.8500687570033985,3.3921739852058033,4.872032589392588,6.348281720403406,1.088304614729099,0.0883046147290989,1.0113585728239136,0.011358572823913615,1.016584787430288,0.016584787430288017,1.0276970806651864,0.02769708066518639,1.020584127805102,0.020584127805101993,1.0081652189647268,0.008165218964726773,1.088304614729099,0.0883046147290989,1.0,0.37975881866365574,AT122007,1588567,4.00515703597244,0.058812770448548816,4.0,2.956107735197603
501,R3,AT13,Wien,2007,AT,AT1,10.399805514820054,2.0123057695056707,1.89287379057807,3.2548253411801094,4.6657474840401605,6.2260586372722955,1.0477529292095675,0.04775292920956753,1.0095626987290038,0.009562698729003838,1.0116794384827732,0.011679438482773197,1.0255697717047711,0.02556977170477115,1.0186643959745172,0.01866439597451719,1.0152552301820943,0.015255230182094293,1.0477529292095675,0.04775292920956753,0.0,-0.25386090640843656,AT132007,1661246,186.90596562184024,0.10003375710035164,9.2,2.971233296092186
502,R4,AT21,Karnten,2007,AT,AT2,8.868473126996001,2.1279046137342537,2.088881965256346,3.3479734426167607,4.726502354308749,6.239909260323897,1.0548625427322436,0.05486254273224356,1.0077288364626567,0.007728836462656652,1.0094607528286197,0.00946075282861969,1.0222439793920857,0.022243979392085667,1.0194846303893583,0.019484630389358326,1.0208182662178857,0.02081826621788574,1.0548625427322436,0.05486254273224356,0.0,-0.14277325843787014,AT212007,559393,2.7040304150024563,0.0646297393364929,4.2,2.891935817707136
503,R5,AT22,Steiermark,2007,AT,AT2,9.670158057743564,2.1317095789158067,2.0650848723452655,3.345640018648523,4.734222377761769,6.19233497435923,1.0753529683704492,0.07535296837044925,1.0106481745026732,0.010648174502673191,1.0154163557772027,0.015416355777202684,1.0345523044163043,0.0345523044163043,1.0180999728762183,0.01809997287621834,1.010254970614024,0.010254970614024028,1.0753529683704492,0.07535296837044925,1.0,0.17738945966263456,AT222007,1202483,3.4955866602651695,0.06434064095791513,4.1,2.8466949557107073
504,R6,AT31,Oberosterreich,2007,AT,AT3,9.897983637239566,2.091070688165066,2.013690325486801,3.3369209998139393,4.715080773081434,6.185001455519121,1.0529565639118388,0.05295656391183878,1.010084587946711,0.010084587946711077,1.0108160075003274,0.010816007500327407,1.0221699589712339,0.02216995897123386,1.0198253676758275,0.019825367675827543,1.0228622250510955,0.022862225051095475,1.0529565639118388,0.05295656391183878,0.0,-0.17255416053123548,AT312007,1403663,5.868502546515496,0.06891950864951302,3.4,2.8480804557051815
505,R7,AT32,Salzburg,2007,AT,AT3,9.21262974206948,2.10087287854375,1.897650930368669,3.3593769635260475,4.848537261841253,6.432890573570188,1.092368758155651,0.09236875815565093,1.0108090154377214,0.010809015437721392,1.0170668721222034,0.01706687212220337,1.0349690582766728,0.03496905827667285,1.0188132012114488,0.018813201211448805,1.0047023568210227,0.004702356821022713,1.092368758155651,0.09236875815565093,1.0,0.44326102350653873,AT322007,526048,3.6950911720500246,0.08018392171910974,3.5,3.0735136100441407
506,R8,AT33,Tirol,2007,AT,AT3,9.426149731162415,2.1177761233188686,1.8833374716854707,3.350158702792382,4.8475376074241,6.374969566117237,1.0524856144559498,0.05248561445594979,1.0114571013337157,0.011457101333715691,1.0106612477427692,0.01066124774276922,1.0276483635092506,0.027648363509250595,1.0205907460757409,0.02059074607574085,1.0187432286021458,0.018743228602145834,1.0524856144559498,0.05248561445594979,0.0,-0.17991274158502452,AT332007,697253,2.764896037035559,0.07164685334872979,3.0,3.0248108633248547
507,R9,AT34,Vorarlberg,2007,AT,AT3,8.746781107362368,2.088021940403175,1.8347804038108446,3.339685289029579,4.8028106150672,6.37964132181827,1.072905423684756,0.07290542368475594,1.0142425184144144,0.014242518414414373,1.0135309471484972,0.01353094714849723,1.032802705094331,0.03280270509433092,1.0204677105773046,0.020467710577304565,1.0136817869571353,0.013681786957135289,1.072905423684756,0.07290542368475594,1.0,0.13914659574755225,AT342007,364269,7.018305191731103,0.0731592467678471,4.1,3.039956032788691
508,R10,BE10,Region_de_BruxellesCapitale,2007,BE,BE1,10.176618267177167,1.885074730002382,1.8178641708472356,3.1723067028174854,4.653062260499937,5.606958986644052,1.029394271333354,0.029394271333353927,1.004638614679095,0.004638614679095099,1.0016035990683427,0.0016035990683427315,1.0022712983049182,0.0022712983049182345,1.0136948797592875,0.013694879759287515,1.0316097098102406,0.03160970981024058,1.029394271333354,0.029394271333353927,0.0,-0.5407147722142467,BE102007,1031215,237.57763975155282,0.16890125490196078,17.1,2.434652283826567
509,R11,BE21,Prov_Antwerpen,2007,BE,BE2,10.291320254444411,2.084768230633233,1.8275382789201355,3.1959514790361787,4.813982361610188,5.658604388633617,1.0586489923751297,0.05864899237512966,1.003061401230907,0.003061401230906924,1.0030209958146108,0.003020995814610794,1.0099471313908281,0.009947131390828146,1.0114137920499524,0.01141379204995241,1.0200106296215794,0.0200106296215794,1.0586489923751297,0.05864899237512966,0.0,-0.08361001649150826,BE212007,1700570,26.310888252149,0.08905906615845358,5.0,2.4626529095974385
510,R12,BE22,Prov_Limburg_B,2007,BE,BE2,9.222904664926949,2.255228209122861,2.252537659794476,3.211374891332361,4.821757258531335,5.370244694444273,1.0913250349124852,0.09132503491248523,1.0048476813737715,0.004847681373771451,1.0075687819894927,0.007568781989492734,1.008615095802035,0.008615095802035011,1.0099365888632499,0.009936588863249884,1.008898187405323,0.00889818740532311,1.0913250349124852,0.09132503491248523,1.0,0.42695285712791836,BE222007,820272,14.878863826232248,0.06124208309938237,5.3,2.1588698031119122
511,R13,BE23,Prov_OostVlaanderen,2007,BE,BE2,9.876942821661473,2.1337997869691963,1.9874855918522047,3.247595424909922,4.910982365277605,5.592049195671848,1.0864215464908253,0.08642154649082534,1.0026100647016112,0.002610064701611181,1.0067449726368347,0.006744972636834712,1.0125583450865896,0.012558345086589595,1.0028898556748138,0.0028898556748138127,0.9977338930235037,-0.002266106976496318,1.0864215464908253,0.08642154649082534,1.0,0.3503358942120393,BE232007,1398253,21.177868295994568,0.06528679275524923,4.8,2.344453770761926
512,R14,BE24,Prov_Vlaams_Brabant,2007,BE,BE2,9.670254972567461,2.1317431942088194,2.074302566571649,3.2149794080332335,4.746670468799246,5.5022265607345355,1.0616294286559558,0.061629428655955776,1.0044157535491753,0.004415753549175339,1.0028262528512397,0.002826252851239719,1.0110330913320213,0.01103309133202135,1.0121788202531454,0.012178820253145428,1.0268976341769998,0.026897634176999752,1.0616294286559558,0.061629428655955776,0.0,-0.03704072614863532,BE242007,1052467,22.576190476190476,0.07530225690782535,3.4,2.287247152701302
513,R15,BE25,Prov_WestVlaanderen,2007,BE,BE2,9.742037151328613,2.1746688563296486,1.8953252319122913,3.2616247232164737,4.949396962721693,5.5955740413495985,1.0742720335654794,0.0742720335654794,1.0025318231628215,0.0025318231628215226,1.003632408432311,0.0036324084323109407,1.006887627497885,0.006887627497885074,1.009152984970633,0.009152984970633105,1.01148805987065,0.011488059870649936,1.0742720335654794,0.0742720335654794,1.0,0.16049986296224653,BE252007,1145878,16.22286079182631,0.06996532178704978,3.0,2.333949318133125
514,R16,BE31,Prov_Brabant_Wallon,2007,BE,BE3,8.57786744266276,2.319556467397589,2.4694172414969313,3.2457283255259197,4.778627492653997,5.394308271950291,1.019650780911548,0.019650780911548038,1.0055103162760906,0.005510316276090554,0.9939266995883728,-0.006073300411627236,0.9969941374348471,-0.0030058625651528947,1.0209531200528144,0.020953120052814356,1.0545033242424275,0.05450332424242754,1.019650780911548,0.019650780911548038,0.0,-0.6929567232752875,BE312007,370460,14.188817598533458,0.08013436692506459,7.0,2.1485799464243716
515,R17,BE32,Prov_Hainaut,2007,BE,BE3,9.378628685041255,2.2047998855571085,2.3232749363113583,3.2774221533551255,4.881956896382144,5.551783588152775,1.0486060725205508,0.048606072520550825,1.0046389450492157,0.0046389450492156925,1.0060509284090822,0.006050928409082168,1.0109039671001832,0.010903967100183154,1.0063486868949147,0.006348686894914746,1.0145920811735778,0.014592081173577798,1.0486060725205508,0.048606072520550825,0.0,-0.2405305497727803,BE322007,1294844,12.258150013252054,0.05816501621621622,12.8,2.2743614347976493
516,R18,BE33,Prov_Liege,2007,BE,BE3,9.32211958885711,2.206863464180004,2.143025184891502,3.2540528844113945,4.885452207938006,5.52565080697453,1.0757305492017573,0.07573054920175726,1.0031608491081345,0.0031608491081345225,1.0085813438982398,0.008581343898239835,1.0158429064502845,0.015842906450284522,1.0082828218179165,0.008282821817916508,0.9987828539207246,-0.0012171460792753663,1.0757305492017573,0.07573054920175726,1.0,0.18328915678892652,BE332007,1047414,10.189856957087127,0.0625306023481368,10.9,2.271597922563135
517,R19,BE34,Prov_Luxembourg_B,2007,BE,BE3,7.888847292640136,2.25399404888655,2.339876541291366,3.213489838399485,4.901610957451186,5.601400896891462,1.031017974315048,0.031017974315048047,1.005789233899619,0.005789233899619051,1.0074257361860404,0.007425736186040366,1.0123910155124074,0.0123910155124074,1.009312451160056,0.009312451160055968,1.0192685301751747,0.019268530175174714,1.031017974315048,0.031017974315048047,0.0,-0.5153444275866664,BE342007,261178,2.390716538981523,0.05327568331762488,6.8,2.3879110584919774
518,R20,BE35,Prov_Namur,2007,BE,BE3,8.465193908205846,2.265103656139616,2.397397789268586,3.263048871036396,4.913782836777486,5.523199046216341,1.0612437412427844,0.06124374124278442,1.0045718059456665,0.004571805945666529,0.9997889987262636,-0.00021100127373641087,1.0101914656916418,0.010191465691641755,1.0105604251873472,0.010560425187347233,1.014146785662549,0.01414678566254901,1.0612437412427844,0.06124374124278442,0.0,-0.04306708854434133,BE352007,461983,5.062910284463895,0.0548752566180443,8.5,2.260150175179945
519,R21,CZ01,Praha,2007,CZ,CZ0,9.73739713531016,2.143783648418002,1.4122379294880654,4.125886232729881,5.44345481994877,6.15575403286249,1.1416398297917043,0.1416398297917043,1.0157698591210862,0.015769859121086194,1.0191755173983066,0.019175517398306585,1.0176555476771132,0.017655547677113193,1.0191497316882359,0.01914973168823586,1.0008058150046102,0.0008058150046101886,1.1416398297917043,0.1416398297917043,1.0,1.2131210789907203,CZ012007,1173933,130.3111477436637,0.05702759329538267,2.4,2.0298678001326085
520,R22,CZ02,Stredni_Cechy,2007,CZ,CZ0,8.963626160667683,2.2303733044360454,1.4008839979400045,4.262660692534369,5.74829717415006,6.324199666942965,1.1155849705175795,0.11558497051757954,1.0127808074707034,0.012780807470703426,1.0139976275233273,0.013997627523327338,1.0191828675727237,0.019182867572723694,1.0225205044875822,0.02252050448758225,1.0213655158520731,0.021365515852073136,1.1155849705175795,0.11558497051757954,1.0,0.8060141348881964,CZ022007,1174964,5.380045527733052,0.02601530787753698,3.4,2.061538974408596
521,R23,CZ03,Jihozapad,2007,CZ,CZ0,8.84521228851179,2.2394917324314276,1.4709849108742874,4.181463329427095,5.587537055750201,6.123421793967365,1.05918433657431,0.059184336574310104,1.0133782914812934,0.013378291481293436,1.0144741586003434,0.0144741586003434,1.015919488729361,0.015919488729360998,1.0295889255958097,0.029588925595809723,1.0362751783572772,0.03627517835727723,1.05918433657431,0.059184336574310104,0.0,-0.07524526814731732,CZ032007,1181719,3.418167327875673,0.02415672895594034,3.5,1.9419584645402699
522,R24,CZ04,Severozapad,2007,CZ,CZ0,8.708717556609342,2.225976088162299,1.4412397872126035,4.221372980456657,5.633798398387978,6.229251218818568,1.087694480705675,0.08769448070567498,1.01257916341699,0.012579163416990058,1.0165901965167066,0.016590196516706568,1.0213045567654828,0.02130455676548282,1.0268094933165426,0.026809493316542587,1.0277162057001614,0.027716205700161423,1.087694480705675,0.08769448070567498,1.0,0.37022547998177063,CZ042007,1120755,5.996318670945818,0.022880027548209364,9.5,2.0078782383619114
523,R25,CZ05,Severovychod,2007,CZ,CZ0,8.992215336276644,2.277546872879188,1.5195080122222109,4.236562966215088,5.594641183594044,6.1855563099840465,1.1043890141684054,0.1043890141684054,1.0123536514773264,0.012353651477326366,1.0174112139959537,0.01741121399595369,1.0133535716936843,0.01335357169368434,1.0208814901646404,0.02088149016464036,1.0124089707973736,0.012408970797373575,1.1043890141684054,0.1043890141684054,1.0,0.631077416648307,CZ052007,1485575,5.748786358258883,0.02315617371558331,4.8,1.9489933437689588
