DATAFLOW,LAST UPDATE,freq,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA1,2002,91.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA1,2003,91.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA1,2004,93.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA1,2005,93.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA1,2006,94.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA1,2007,99.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA1,2008,102.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA1,2009,95.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA1,2010,96.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2000,84.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2001,85.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2002,88,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2003,84.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2004,86.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2005,85.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2006,89,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2007,92.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2008,92.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2009,88.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA2,2010,90.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2000,86.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2001,88.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2002,87.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2003,87.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2004,90.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2005,91.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2006,94.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2007,98,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2008,99.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2009,92.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA3,2010,96.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2000,86.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2001,86.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2002,86,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2003,85.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2004,86.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2005,87.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2006,90.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2007,94.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2008,94.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2009,88.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA4,2010,91.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2000,90.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2001,90,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2002,89.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2003,89.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2004,90.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2005,92,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2006,94.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2007,97.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2008,98.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2009,91.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEA5,2010,95.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2000,87.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2001,86.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2002,88,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2003,87.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2004,89.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2005,89.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2006,92.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2007,94.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2008,94.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2009,88.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB1,2010,92.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2000,82.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2001,82.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2002,84,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2003,85.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2004,87.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2005,87.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2006,89.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2007,91.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2008,93.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2009,88.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB2,2010,91.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2000,82,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2001,80.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2002,81.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2003,81.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2004,83.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2005,83.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2006,86.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2007,90.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2008,90.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2009,85.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEB3,2010,91.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2000,89.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2001,91.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2002,90.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2003,90.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2004,93.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2005,96.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2006,100,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2007,102.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2008,102.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2009,91.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEC0,2010,96.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2000,78.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2001,80.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2002,83.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2003,85.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2004,87.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2005,87.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2006,89.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2007,93.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2008,92.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2009,88.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED2,2010,90.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2000,85.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2001,86.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2002,87.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2003,88.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2004,90.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2005,89.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2006,94.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2007,97.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2008,97.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2009,91,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED4,2010,95.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2000,73.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2001,74.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2002,75.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2003,76.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2004,77.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2005,76.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2006,81.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2007,84.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2008,85.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2009,83.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DED5,2010,86.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2000,90.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2001,89.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2002,92,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2003,91.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2004,93.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2005,92.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2006,96,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2007,98.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2008,98.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2009,93,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEE0,2010,97.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2000,87.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2001,89.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2002,87.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2003,87.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2004,89.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2005,89.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2006,92,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2007,93.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2008,96.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2009,92.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEF0,2010,93.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2000,82.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2001,83,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2002,83.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2003,84.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2004,86.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2005,85.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2006,89.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2007,91.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2008,91.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2009,86.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DEG0,2010,90.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2000,77.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2001,79.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2002,77.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2003,78.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2004,80.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2005,84.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2006,86,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2007,86.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2008,88.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2009,85.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK01,2010,88.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2000,94.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2001,96.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2002,96.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2003,97.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2004,98.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2005,99.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2006,102.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2007,101.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2008,97.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2009,91.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK02,2010,94.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2000,87.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2001,87.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2002,87.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2003,88.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2004,89.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2005,88.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2006,94.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2007,96.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2008,96.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2009,92.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK03,2010,93.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2000,88.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2001,89.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2002,90.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2003,90.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2004,92,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2005,92.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2006,98.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2007,99.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2008,99.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2009,95.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK04,2010,95.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2000,90.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2001,90.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2002,93,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2003,93.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2004,92.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2005,93,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2006,98.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2007,99.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2008,100,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2009,94.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DK05,2010,95.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2000,244.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2001,230.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2002,240.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2003,239.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2004,264.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2005,260,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2006,239.9,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2007,217.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2008,189.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2009,172.4,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,DKZZ,2010,163.8,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,EE00,2000,60.7,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,EE00,2001,64.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,EE00,2002,68.3,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,EE00,2003,73.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,EE00,2004,78.1,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,EE00,2005,85.6,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,EE00,2006,93.5,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,EE00,2007,100.2,
ESTAT:NAMA_10R_2GVAGR(1.0),11/04/23 23:00:00,A,B1G,I15,EE00,2008,97.2,
